id,original_txt,wrong_ids,correct_txt
254,,,"6. 2010年西安美院应收固定资产租赁费3,391,800元，实际收取1,993,400元，少收租赁费1,398,400元，截至2010年末累计1,993,500元租赁费未收回。"
255,,,"1．2012年，中省市财政下达旬阳县农村义务教育营养改善计划补助资金2,459万元，旬阳县按照要求应落实配套专项资金243万元，实际拨付“营养计划”专户资金147万元，少拨付96万元。"
256,,,"2．2010年，西安石油大学幼儿园收取幼儿入园蒙氏费302,000元、赞助费、建园费205,000元，合计507,000元。"
257,,,4. 省司法厅会议缺少费用明细单据、电子结算单据等。
258,,,（1）2017年组织的5次培训报销时没有提供相关培训通知，涉及金额44.21万元。
259,,,（3）长安银行借贷款专户未经省财政厅及人民银行审批备案，2015年省财政厅集中清理银行账户时要求撤销账户，陕中大至今仍保留该账户，2016年账户年初数5362.96万元，2018年账户年末数5901.24万元，2016年至2018年该账户资金基本未使用。
260,,,8. 职工住宅楼支出占用教学楼建设资金1155.03万元。
261,,,4. 不合规票据入账。
262,,,（1）2016年，省委老干局将省委组织部拨付的老党员慰问金等专项经费12.3万元，在其他应付款核算，未计收入。
263,,,（2）2016年金秋杂志社以前年度刊物发行收入201.78万元在其他应付款核算，未计收入。
264,,,6. 差旅费管理不规范。
265,,,（2）部分企业改革效果不及预期。
266,,,2. 区环保局未出台生态保护红线勘界定标试点工作方案、未建立定标信息数据库。
267,,,3. 陈仓区人民政府未制定、落实天然林、天然草场草甸保护的优惠政策，未出台针对秦岭生态环境保护工作激励鼓励或表彰奖励办法，未实施表彰奖励。
268,,,1. 资金使用率不高。
269,,,2. 秦岭生态保护项目实施进度缓慢，涉及专项资金220万元。
270,,,3. 森林生态效益补偿资金17.634万元未兑付。
271,,,1. 科研项目资金全年未支出4732.26万元。
272,,,我们认为，第一段所列财务报表在所有重大方面按照中国的会计准则、会计制度和本项目贷、赠款协定的要求编制，公允反映了亚洲开发银行贷款、GEF赠款陕西秦岭生态和生物资源保护项目2017年12月31日的财务状况及截至该日同年度的财务收支、项目执行和专用账户收支情况。
273,,,"2017年省考古院以现金支付职工个人大额借款838,420元。"
274,,,"2017年省考古院以现金支付职工个人大额借款838,420元。"
275,,,2017年，省中医药管理局向省卫计委宣教中心等3家单位拨付专项资金188.45万元。
276,,,省中医药管理局2017年政府采购预算5万元，实际采购9.82万元，超预算采购4.82万元。
277,,,省中医药管理局2017年政府采购预算5万元，实际采购9.82万元，超预算采购4.82万元。
278,,,省中医药管理局2017年公用经费中会议费预算6.3万元，实际列支会议费9.19万元，超预算支出2.89万元。
279,,,省中医药管理局2017年公用经费中会议费预算6.3万元，实际列支会议费9.19万元，超预算支出2.89万元。
280,,,"（4）截至2016年末，省苹果气调研究中心5年以上其他应收款7,708,569.08元，长期挂账未清理。"
281,,,"（5）截至2016年末，省政府驻天津办5年以上其他应收款735,500元，长期挂账未清理。"
282,,,"（1）白条抵库137,642元。"
283,,,4.未及时核算报废固定资产。
284,,,5.未按规定方式采购固定资产。
285,,,"2. 无依据支付个人分析测试费50,000元。"
286,,,西安石油大学违反中央和省财政差旅费管理制度规定，自定“教师科研出差的补助标准为每人每天300 元；因在现场工作而租住民房且无住宿票据的，以往返交通票据为依据，每人每天补助400 元。
287,,,"1. 报销与科研项目无关的招待费票据340,491.40元。"
288,,,截至2013年末，陕理工长期未结题结账项目为161个，涉及金额（合同）283.90万元，其中：“西乡县域配电网供电能力评估分析研究”等6个已完成科研项目未按规定进行决算和结账，涉及项目金额85万元。
289,,,2. 超预算支出167.5万元。
290,,,"（2）现金短库3,476.47元。"
291,,,"2016年，省泾惠渠管理局将零余额账户财政专项资金：维修养护经费13,410,000元，末级渠系水电补贴等7,021,671.05元和水土保持项目、“十三五”农村水电增效扩容改造项目等10,762,775元，分别经下属单位郑国监理公司、恒立质检公司账户转入局基本账户和工程项目专用账户。"
292,,,"2016年，省泾惠渠管理局将零余额账户财政专项资金：维修养护经费13,410,000元，末级渠系水电补贴等7,021,671.05元和水土保持项目、“十三五”农村水电增效扩容改造项目等10,762,775元，分别经下属单位郑国监理公司、恒立质检公司账户转入局基本账户和工程项目专用账户。"
293,,,"截止2016年末，省泾惠渠管理局三年以上往来账款长期挂账79,196,590.54元，其中：其他应收款三年以上挂账34,282,969.00 元，其他应付款三年以上挂账44,913,621.54 元。"
294,,,"2. 陕西大厦超限额支付现金231,079元。"
295,,,1．“三公经费”超财政预算支出736.82万元。
296,,,（3）华阴市名宸石业有限公司方山峪矿区，修路采石造成山体破损严重，大面积植被资源被破坏，占压和破坏林地面积共约9.87万平方米（148.05亩），台账中要求整改完成时限为2018年底，实际坡沟大量废石废渣未清理，难治理、未治理面积巨大，且后期维护周期长、成本大。
297,,,（4）渭南市华山景区四通矿业有限公司大敷峪矿区山势陡峭，下临202省道，堆放的废石弃渣对行人及车辆有严重安全隐患。
298,,,1．省委老干局机关违规发放补贴222.85万元。
299,,,2．所属5个单位发放补贴、过节费、奖金等298.14万元。
300,,,2009年至2012年，省委老干局机关及所属5个单位在赴海南、广东、青海等地学习考察期间，活动内容大部分是游览与考察业务无关的旅游景点，共计用公款支付费用46.56万元，其中：省委老干局机关（由金秋杂志社支付）22.11万元、临潼干休所10.39万元、老年大学8.39万元、小寨干休所3.32万元、招待所1.26万元、兴庆干休所（由招待所支付）1.09万元。
301,,,2009年至2012年，省委老干局机关及所属5个单位在赴海南、广东、青海等地学习考察期间，活动内容大部分是游览与考察业务无关的旅游景点，共计用公款支付费用46.56万元，其中：省委老干局机关（由金秋杂志社支付）22.11万元、临潼干休所10.39万元、老年大学8.39万元、小寨干休所3.32万元、招待所1.26万元、兴庆干休所（由招待所支付）1.09万元。
302,,,"（1）2009年至2012年，小寨干休所房租以及综合楼管理费收入1,222,347元，少缴各项税费213,910.72元。"
303,,,"2. 虚开发票，套取现金23,000元。"
304,,,（1）2015年，经工人报社社委会研究决定，从3月1日起，将收取的房租及水电费等收入存入单位职工田丁辉在交通银行开设的个人账户。
305,,,（1）“固定资产-交通工具”账面反映车辆资产5台，价值133.75万元，实际价值为130.49万元，账面价值与实际价值相差3.26万元。
306,,,（2）有账无实2台，价值57.01万元。
307,,,（3）有实无账车辆3台，价值93.98万元。
308,,,2017年，陕中附院从零余额账户提取大额现金共55笔，金额584.96万元，转存至该医院基本账户中。
309,,,（2）2个项目单位挤占挪用资金100万元。
310,,,2．收入未及时上缴财政专户。
311,,,我们认为，第一段所列财务报表在所有重大方面按照中国的会计准则、会计制度和本项目贷款协定的要求编制，公允反映了世界银行贷款西安城市综合交通改善项目2012年12月31日的财务状况及截至该日同年度的财务收支、项目执行和专用账户收支情况。
312,,,我们认为，第一段所列财务报表在所有重大方面按照中国的会计准则、会计制度和本项目贷款协定的要求编制，公允反映了世界银行贷款西安城市综合交通改善项目2012年12月31日的财务状况及截至该日同年度的财务收支、项目执行和专用账户收支情况。
313,,,（3）2011年，省财政厅下达咸阳市财政创业促就业小额贷款担保基金专项资金500万元，市财政未按照1:1比例落实配套资金500万元。
314,,,3. 未严格执行决策程序，影响项目发挥社会效益，并造成损失风险。
315,,,省审计厅于2014年12月至2015年2月，对省档案馆（局）原馆（局）长程怀岗同志2011年3月至2013年6月任职期间履行经济责任情况进行了审计，出具了陕审经责二报〔2015〕33号审计报告和陕审经责二决〔2015〕21号审计决定书。
316,,,1. 公务用车开支超预算36.76万元。
317,,,2. 少计收入65万元。
318,,,3. 未严格执行项目预算。
319,,,1．固定资产管理不规范。
320,,,（3）陕科大滞留专项资金310万元。
321,,,（4）附属中学挪用专项补助资金198万元。
322,,,"1. 多发退休领导人员工资96,611.89元。"
323,,,"2. 超标准发放降温费167,804元。"
